start-time,corrupted,links-lost-on-pre-filter,tp,fp,fn,precision,recall,f-measure,time-take-seconds,linkage-class,fields-used1,fields-used2,evaluation-approach,records-repo,results-repo,links-sub-repo,max-memory-usage,code-version,hostname,"linkage-configuration-hash",births-cache-size,marriages-cache-size,deaths-cache-size,ros,threshold,"pre-filter-required-fields",max-sibling-age-diff,min-marriage-age,min-parenting-age,max-parenting-age,"max-marriage-age-discrepancy",max-death-age,linkage-results-file,reason,priority,required-memory,seed,population,size,corruption-profile,metric,linkage-type,pre-filter,persist-links,evaluate-quality,experiment-id,linkage-phase,pop-number,evaluation-approach,"single-path-indirect-evaluation-approach","dual-path-indirect-evaluation-approach"
1621492378927,false,0,13771,0,477,1.0,0.9665216170690624,0.9829758378243335,653,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_133k_4_clean","synthetic-scotland_4_0_death-groom-identity_links","yellow+blue_JENSEN_SHANNON_0.15_2021-05-20T06-32-58.927Z",4.859180224,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,-825639116,90000,90000,90000,70,0.15,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv","yellow+blue",3,12,12345,synthetic-scotland,133k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,-,,4,death-groom-identity.ALL,,
1621493035265,false,0,14397,1710,0,0.8938349785807413,1.0,0.9439417781274587,656,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_133k_3_clean","synthetic-scotland_3_0_death-groom-identity_links","yellow+blue_JENSEN_SHANNON_0.50_2021-05-20T06-43-55.265Z",2.00638912,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,337964119,90000,90000,90000,70,0.50,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv","yellow+blue",3,12,12345,synthetic-scotland,133k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,"E1C96B40E6BCE9FA9A6247EDE5E84F35D7D1AB544099AAF33B2EA323098E0EC7",,3,death-groom-identity.ALL,,
1621493726288,true,1645,860,57,13303,0.9378407851690295,0.06072159853138459,0.11405835543766578,647,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_133k_1_corrupted_C","synthetic-scotland_1_C_death-groom-identity_links","yellow_JENSEN_SHANNON_0.60_2021-05-20T06-55-26.288Z",3.451194816,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,-556711327,90000,90000,90000,70,0.60,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,3,12,12345,synthetic-scotland,133k,C,JENSEN_SHANNON,death-groom-identity,true,false,true,"DFD627B417375984EF164A514AE854AA90DE5E9D839DB593F4673AC6CF2C0576",,1,death-groom-identity.ALL,,
1621494780355,true,1068,27705,77,28731,0.9972284212799655,0.49091005741016375,0.6579353582369565,14937,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_3_corrupted_B","synthetic-scotland_3_B_death-groom-identity_links","yellow_JENSEN_SHANNON_0.40_2021-05-20T07-13-00.355Z",7.0859614,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,1232639565,90000,90000,90000,70,0.40,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,B,JENSEN_SHANNON,death-groom-identity,true,false,true,"D84505289BE27AD750AF8ACAAA0235E89110ED384325E781830806F081BB16A6",,3,death-groom-identity.ALL,,
1621509722141,false,0,54929,2218,937,0.9611878138834934,0.9832277234811871,0.9720828577243326,13818,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_4_clean","synthetic-scotland_4_0_death-groom-identity_links","yellow_JENSEN_SHANNON_0.45_2021-05-20T11-22-02.141Z",3.337691752,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,785301842,90000,90000,90000,70,0.45,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,-,,4,death-groom-identity.ALL,,
1621523544718,false,0,56395,6930,0,0.8905645479668377,1.0,0.9421149348479786,13962,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_1_clean","synthetic-scotland_1_0_death-groom-identity_links","yellow_JENSEN_SHANNON_0.50_2021-05-20T15-12-24.718Z",3.210006584,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,337964119,90000,90000,90000,70,0.50,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,"FC95F53846F8401847D14DE33C540A0F4FB53B1919EA6BCFE9B5CC3DB090C4C4",,1,death-groom-identity.ALL,,
1621594858017,true,1068,22444,0,33992,1.0,0.39768941810192077,0.5690669371196755,6345,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_3_corrupted_B","synthetic-scotland_3_B_death-groom-identity_links","yellow_JENSEN_SHANNON_0.15_2021-05-21T11-00-58.017Z",0.90906624,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,-825639116,90000,90000,90000,70,0.15,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,B,JENSEN_SHANNON,death-groom-identity,true,false,true,"4AA907F8C8A15FF1024D1828D7E7E846F0E824B2B96AA20804BA17DF9C267220",,3,death-groom-identity.ALL,,
1621601206055,false,0,54896,200,1499,0.9963699724117904,0.9734196293997694,0.9847611017929698,6354,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_1_clean","synthetic-scotland_1_0_death-groom-identity_links","yellow_JENSEN_SHANNON_0.40_2021-05-21T12-46-46.055Z",1.345197712,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,1232639565,90000,90000,90000,70,0.40,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,0,JENSEN_SHANNON,death-groom-identity,true,false,true,"6F1C74ED08F321979F17600D07AF2E64510113A857C6D8DE2BABFB3CFEF3249A",,1,death-groom-identity.ALL,,
1621607916761,true,6369,3425,250,53011,0.9319727891156463,0.060688213197249985,0.1139558483472243,9492,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_3_corrupted_C","synthetic-scotland_3_C_death-groom-identity_links","yellow_JENSEN_SHANNON_0.60_2021-05-21T14-38-36.761Z",5.571921992,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,-556711327,90000,90000,90000,70,0.60,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,C,JENSEN_SHANNON,death-groom-identity,true,false,true,"DE0A7D7A8816B656464E13DB022C30F1BF8D00ADF786E506603D7C32E093582B",,3,death-groom-identity.ALL,,
1621617827898,true,1050,34285,4788,22110,0.8774601387147135,0.6079439666637113,0.7182511417438304,15224,"uk.ac.standrews.cs.population_linkage.linkageRecipes.DeathGroomOwnMarriageIdentityLinkageRecipe","Death[ FORENAME SURNAME SPOUSE_NAMES FATHER_FORENAME FATHER_SURNAME MOTHER_FORENAME MOTHER_MAIDEN_SURNAME ]","Marriage[ GROOM_FORENAME GROOM_SURNAME BRIDE_FULL_NAME GROOM_FATHER_FORENAME GROOM_FATHER_SURNAME GROOM_MOTHER_FORENAME GROOM_MOTHER_MAIDEN_SURNAME ]",,"synthetic-scotland_531k_1_corrupted_B","synthetic-scotland_1_B_death-groom-identity_links","yellow_JENSEN_SHANNON_0.60_2021-05-21T17-23-47.898Z",6.635302192,"c0baef0f8ed2e47b6380eb69fe70fbba56bca172",sif-3,-556711327,90000,90000,90000,70,0.60,6,50,15,15,55,20,120,"cluster-runs/results/thesis-1-sif-3.csv",yellow,4,12,12345,synthetic-scotland,531k,B,JENSEN_SHANNON,death-groom-identity,true,false,true,"B2C0375BC98906E58B5F36D7A32FFDF22E00FD6BAC21CC51EF236FCE69780C85",,1,death-groom-identity.ALL,,
